"Zeit";"Vertreter";"Buch";"Stück"
8.4.2010 00:00:00;1;4;0
15.4.2010 00:00:00;1;4;0
22.4.2010 00:00:00;1;4;0
29.4.2010 00:00:00;1;4;0
6.5.2010 00:00:00;1;4;0
13.5.2010 00:00:00;1;4;0
20.5.2010 00:00:00;1;4;0
27.5.2010 00:00:00;1;4;0
3.6.2010 00:00:00;1;4;0
10.6.2010 00:00:00;1;4;0
17.6.2010 00:00:00;1;4;0
24.6.2010 00:00:00;1;4;0
1.7.2010 00:00:00;1;4;0
8.7.2010 00:00:00;1;4;0
15.7.2010 00:00:00;1;4;0
22.7.2010 00:00:00;1;4;0
29.7.2010 00:00:00;1;4;0
5.8.2010 00:00:00;1;4;0
12.8.2010 00:00:00;1;4;0
19.8.2010 00:00:00;1;4;0
26.8.2010 00:00:00;1;4;0
2.9.2010 00:00:00;1;4;0
9.9.2010 00:00:00;1;4;0
16.9.2010 00:00:00;1;4;0
23.9.2010 00:00:00;1;4;0
30.9.2010 00:00:00;1;4;0
7.10.2010 00:00:00;1;4;0
14.10.2010 00:00:00;1;4;0
21.10.2010 00:00:00;1;4;0
28.10.2010 00:00:00;1;4;0
4.11.2010 00:00:00;1;4;0
11.11.2010 00:00:00;1;4;0
18.11.2010 00:00:00;1;4;0
25.11.2010 00:00:00;1;4;0
2.12.2010 00:00:00;1;4;0
9.12.2010 00:00:00;1;4;0
16.12.2010 00:00:00;1;4;0
23.12.2010 00:00:00;1;4;0
30.12.2010 00:00:00;1;4;0
1.1.2009 00:00:00;2;4;30
8.1.2009 00:00:00;2;4;24
15.1.2009 00:00:00;2;4;26
22.1.2009 00:00:00;2;4;21
29.1.2009 00:00:00;2;4;17
5.2.2009 00:00:00;2;4;17
12.2.2009 00:00:00;2;4;23
19.2.2009 00:00:00;2;4;17
26.2.2009 00:00:00;2;4;16
5.3.2009 00:00:00;2;4;19
12.3.2009 00:00:00;2;4;15
19.3.2009 00:00:00;2;4;18
26.3.2009 00:00:00;2;4;18
2.4.2009 00:00:00;2;4;16
9.4.2009 00:00:00;2;4;14
16.4.2009 00:00:00;2;4;18
23.4.2009 00:00:00;2;4;15
30.4.2009 00:00:00;2;4;12
7.5.2009 00:00:00;2;4;13
14.5.2009 00:00:00;2;4;17
21.5.2009 00:00:00;2;4;13
28.5.2009 00:00:00;2;4;15
4.6.2009 00:00:00;2;4;14
11.6.2009 00:00:00;2;4;12
18.6.2009 00:00:00;2;4;14
25.6.2009 00:00:00;2;4;12
2.7.2009 00:00:00;2;4;12
9.7.2009 00:00:00;2;4;11
16.7.2009 00:00:00;2;4;12
23.7.2009 00:00:00;2;4;12
30.7.2009 00:00:00;2;4;9
6.8.2009 00:00:00;2;4;10
13.8.2009 00:00:00;2;4;9
20.8.2009 00:00:00;2;4;8
27.8.2009 00:00:00;2;4;7
3.9.2009 00:00:00;2;4;6
10.9.2009 00:00:00;2;4;4
17.9.2009 00:00:00;2;4;5
24.9.2009 00:00:00;2;4;5
1.10.2009 00:00:00;2;4;3
8.10.2009 00:00:00;2;4;3
15.10.2009 00:00:00;2;4;3
22.10.2009 00:00:00;2;4;3
29.10.2009 00:00:00;2;4;3
5.11.2009 00:00:00;2;4;2
12.11.2009 00:00:00;2;4;2
19.11.2009 00:00:00;2;4;2
26.11.2009 00:00:00;2;4;1
3.12.2009 00:00:00;2;4;2
10.12.2009 00:00:00;2;4;1
17.12.2009 00:00:00;2;4;1
24.12.2009 00:00:00;2;4;1
31.12.2009 00:00:00;2;4;1
7.1.2010 00:00:00;2;4;1
14.1.2010 00:00:00;2;4;1
21.1.2010 00:00:00;2;4;1
28.1.2010 00:00:00;2;4;1
4.2.2010 00:00:00;2;4;1
11.2.2010 00:00:00;2;4;0
18.2.2010 00:00:00;2;4;1
25.2.2010 00:00:00;2;4;1
4.3.2010 00:00:00;2;4;0
11.3.2010 00:00:00;2;4;0
18.3.2010 00:00:00;2;4;0
25.3.2010 00:00:00;2;4;0
1.4.2010 00:00:00;2;4;0
8.4.2010 00:00:00;2;4;0
15.4.2010 00:00:00;2;4;0
22.4.2010 00:00:00;2;4;0
29.4.2010 00:00:00;2;4;0
6.5.2010 00:00:00;2;4;0
13.5.2010 00:00:00;2;4;0
20.5.2010 00:00:00;2;4;0
27.5.2010 00:00:00;2;4;0
3.6.2010 00:00:00;2;4;0
10.6.2010 00:00:00;2;4;0
17.6.2010 00:00:00;2;4;0
24.6.2010 00:00:00;2;4;0
1.7.2010 00:00:00;2;4;0
8.7.2010 00:00:00;2;4;0
15.7.2010 00:00:00;2;4;0
22.7.2010 00:00:00;2;4;0
29.7.2010 00:00:00;2;4;0
5.8.2010 00:00:00;2;4;0
12.8.2010 00:00:00;2;4;0
19.8.2010 00:00:00;2;4;0
26.8.2010 00:00:00;2;4;0
2.9.2010 00:00:00;2;4;0
9.9.2010 00:00:00;2;4;0
16.9.2010 00:00:00;2;4;0
23.9.2010 00:00:00;2;4;0
30.9.2010 00:00:00;2;4;0
7.10.2010 00:00:00;2;4;0
14.10.2010 00:00:00;2;4;0
21.10.2010 00:00:00;2;4;0
28.10.2010 00:00:00;2;4;0
4.11.2010 00:00:00;2;4;0
11.11.2010 00:00:00;2;4;0
18.11.2010 00:00:00;2;4;0
25.11.2010 00:00:00;2;4;0
2.12.2010 00:00:00;2;4;0
9.12.2010 00:00:00;2;4;0
16.12.2010 00:00:00;2;4;0
23.12.2010 00:00:00;2;4;0
30.12.2010 00:00:00;2;4;0
1.1.2009 00:00:00;3;4;35
8.1.2009 00:00:00;3;4;31
15.1.2009 00:00:00;3;4;34
22.1.2009 00:00:00;3;4;33
29.1.2009 00:00:00;3;4;25
5.2.2009 00:00:00;3;4;25
12.2.2009 00:00:00;3;4;24
19.2.2009 00:00:00;3;4;24
26.2.2009 00:00:00;3;4;18
5.3.2009 00:00:00;3;4;25
12.3.2009 00:00:00;3;4;22
19.3.2009 00:00:00;3;4;19
26.3.2009 00:00:00;3;4;23
2.4.2009 00:00:00;3;4;16
9.4.2009 00:00:00;3;4;15
16.4.2009 00:00:00;3;4;18
23.4.2009 00:00:00;3;4;19
30.4.2009 00:00:00;3;4;16
7.5.2009 00:00:00;3;4;18
14.5.2009 00:00:00;3;4;17
21.5.2009 00:00:00;3;4;16
28.5.2009 00:00:00;3;4;17
4.6.2009 00:00:00;3;4;16
11.6.2009 00:00:00;3;4;15
18.6.2009 00:00:00;3;4;16
25.6.2009 00:00:00;3;4;13
2.7.2009 00:00:00;3;4;14
9.7.2009 00:00:00;3;4;12
16.7.2009 00:00:00;3;4;10
23.7.2009 00:00:00;3;4;12
30.7.2009 00:00:00;3;4;10
6.8.2009 00:00:00;3;4;10
13.8.2009 00:00:00;3;4;8
20.8.2009 00:00:00;3;4;7
27.8.2009 00:00:00;3;4;7
3.9.2009 00:00:00;3;4;7
10.9.2009 00:00:00;3;4;7
17.9.2009 00:00:00;3;4;6
24.9.2009 00:00:00;3;4;5
1.10.2009 00:00:00;3;4;4
8.10.2009 00:00:00;3;4;4
15.10.2009 00:00:00;3;4;3
22.10.2009 00:00:00;3;4;4
29.10.2009 00:00:00;3;4;3
5.11.2009 00:00:00;3;4;2
12.11.2009 00:00:00;3;4;2
19.11.2009 00:00:00;3;4;2
26.11.2009 00:00:00;3;4;2
3.12.2009 00:00:00;3;4;2
10.12.2009 00:00:00;3;4;2
17.12.2009 00:00:00;3;4;2
24.12.2009 00:00:00;3;4;2
31.12.2009 00:00:00;3;4;1
7.1.2010 00:00:00;3;4;1
14.1.2010 00:00:00;3;4;1
21.1.2010 00:00:00;3;4;1
28.1.2010 00:00:00;3;4;1
4.2.2010 00:00:00;3;4;1
11.2.2010 00:00:00;3;4;1
18.2.2010 00:00:00;3;4;1
25.2.2010 00:00:00;3;4;1
4.3.2010 00:00:00;3;4;0
11.3.2010 00:00:00;3;4;0
18.3.2010 00:00:00;3;4;0
25.3.2010 00:00:00;3;4;0
1.4.2010 00:00:00;3;4;0
8.4.2010 00:00:00;3;4;0
15.4.2010 00:00:00;3;4;0
22.4.2010 00:00:00;3;4;0
29.4.2010 00:00:00;3;4;0
6.5.2010 00:00:00;3;4;0
13.5.2010 00:00:00;3;4;0
20.5.2010 00:00:00;3;4;0
27.5.2010 00:00:00;3;4;0
3.6.2010 00:00:00;3;4;0
10.6.2010 00:00:00;3;4;0
17.6.2010 00:00:00;3;4;0
24.6.2010 00:00:00;3;4;0
1.7.2010 00:00:00;3;4;0
8.7.2010 00:00:00;3;4;0
15.7.2010 00:00:00;3;4;0
22.7.2010 00:00:00;3;4;0
29.7.2010 00:00:00;3;4;0
5.8.2010 00:00:00;3;4;0
12.8.2010 00:00:00;3;4;0
19.8.2010 00:00:00;3;4;0
26.8.2010 00:00:00;3;4;0
2.9.2010 00:00:00;3;4;0
9.9.2010 00:00:00;3;4;0
16.9.2010 00:00:00;3;4;0
23.9.2010 00:00:00;3;4;0
30.9.2010 00:00:00;3;4;0
7.10.2010 00:00:00;3;4;0
14.10.2010 00:00:00;3;4;0
21.10.2010 00:00:00;3;4;0
28.10.2010 00:00:00;3;4;0
4.11.2010 00:00:00;3;4;0
11.11.2010 00:00:00;3;4;0
18.11.2010 00:00:00;3;4;0
25.11.2010 00:00:00;3;4;0
2.12.2010 00:00:00;3;4;0
9.12.2010 00:00:00;3;4;0
16.12.2010 00:00:00;3;4;0
23.12.2010 00:00:00;3;4;0
30.12.2010 00:00:00;3;4;0
1.1.2009 00:00:00;4;4;25
8.1.2009 00:00:00;4;4;25
15.1.2009 00:00:00;4;4;22
22.1.2009 00:00:00;4;4;29
29.1.2009 00:00:00;4;4;21
5.2.2009 00:00:00;4;4;16
12.2.2009 00:00:00;4;4;22
19.2.2009 00:00:00;4;4;20
26.2.2009 00:00:00;4;4;18
5.3.2009 00:00:00;4;4;17
12.3.2009 00:00:00;4;4;15
19.3.2009 00:00:00;4;4;17
26.3.2009 00:00:00;4;4;19
2.4.2009 00:00:00;4;4;13
9.4.2009 00:00:00;4;4;16
16.4.2009 00:00:00;4;4;15
23.4.2009 00:00:00;4;4;14
30.4.2009 00:00:00;4;4;15
7.5.2009 00:00:00;4;4;13
14.5.2009 00:00:00;4;4;14
21.5.2009 00:00:00;4;4;14
28.5.2009 00:00:00;4;4;11
4.6.2009 00:00:00;4;4;11
11.6.2009 00:00:00;4;4;11
18.6.2009 00:00:00;4;4;12
25.6.2009 00:00:00;4;4;11
2.7.2009 00:00:00;4;4;11
9.7.2009 00:00:00;4;4;12
16.7.2009 00:00:00;4;4;11
23.7.2009 00:00:00;4;4;11
30.7.2009 00:00:00;4;4;7
6.8.2009 00:00:00;4;4;8
13.8.2009 00:00:00;4;4;9
20.8.2009 00:00:00;4;4;8
27.8.2009 00:00:00;4;4;7
3.9.2009 00:00:00;4;4;6
10.9.2009 00:00:00;4;4;4
17.9.2009 00:00:00;4;4;5
24.9.2009 00:00:00;4;4;4
1.10.2009 00:00:00;4;4;3
8.10.2009 00:00:00;4;4;3
15.10.2009 00:00:00;4;4;3
22.10.2009 00:00:00;4;4;3
29.10.2009 00:00:00;4;4;2
5.11.2009 00:00:00;4;4;2
12.11.2009 00:00:00;4;4;2
19.11.2009 00:00:00;4;4;2
26.11.2009 00:00:00;4;4;1
3.12.2009 00:00:00;4;4;2
10.12.2009 00:00:00;4;4;1
17.12.2009 00:00:00;4;4;1
24.12.2009 00:00:00;4;4;1
31.12.2009 00:00:00;4;4;1
7.1.2010 00:00:00;4;4;1
14.1.2010 00:00:00;4;4;1
21.1.2010 00:00:00;4;4;1
28.1.2010 00:00:00;4;4;1
4.2.2010 00:00:00;4;4;1
11.2.2010 00:00:00;4;4;1
18.2.2010 00:00:00;4;4;0
25.2.2010 00:00:00;4;4;0
4.3.2010 00:00:00;4;4;0
11.3.2010 00:00:00;4;4;0
18.3.2010 00:00:00;4;4;0
25.3.2010 00:00:00;4;4;0
1.4.2010 00:00:00;4;4;0
8.4.2010 00:00:00;4;4;0
15.4.2010 00:00:00;4;4;0
22.4.2010 00:00:00;4;4;0
29.4.2010 00:00:00;4;4;0
6.5.2010 00:00:00;4;4;0
13.5.2010 00:00:00;4;4;0
20.5.2010 00:00:00;4;4;0
27.5.2010 00:00:00;4;4;0
3.6.2010 00:00:00;4;4;0
10.6.2010 00:00:00;4;4;0
17.6.2010 00:00:00;4;4;0
24.6.2010 00:00:00;4;4;0
1.7.2010 00:00:00;4;4;0
8.7.2010 00:00:00;4;4;0
15.7.2010 00:00:00;4;4;0
22.7.2010 00:00:00;4;4;0
29.7.2010 00:00:00;4;4;0
5.8.2010 00:00:00;4;4;0
12.8.2010 00:00:00;4;4;0
19.8.2010 00:00:00;4;4;0
26.8.2010 00:00:00;4;4;0
2.9.2010 00:00:00;4;4;0
9.9.2010 00:00:00;4;4;0
16.9.2010 00:00:00;4;4;0
23.9.2010 00:00:00;4;4;0
30.9.2010 00:00:00;4;4;0
7.10.2010 00:00:00;4;4;0
14.10.2010 00:00:00;4;4;0
21.10.2010 00:00:00;4;4;0
28.10.2010 00:00:00;4;4;0
4.11.2010 00:00:00;4;4;0
11.11.2010 00:00:00;4;4;0
18.11.2010 00:00:00;4;4;0
25.11.2010 00:00:00;4;4;0
2.12.2010 00:00:00;4;4;0
9.12.2010 00:00:00;4;4;0
16.12.2010 00:00:00;4;4;0
23.12.2010 00:00:00;4;4;0
30.12.2010 00:00:00;4;4;0
1.1.2009 00:00:00;5;4;20
8.1.2009 00:00:00;5;4;21
15.1.2009 00:00:00;5;4;19
22.1.2009 00:00:00;5;4;17
29.1.2009 00:00:00;5;4;17
5.2.2009 00:00:00;5;4;15
12.2.2009 00:00:00;5;4;15
19.2.2009 00:00:00;5;4;15
26.2.2009 00:00:00;5;4;11
5.3.2009 00:00:00;5;4;13
12.3.2009 00:00:00;5;4;12
19.3.2009 00:00:00;5;4;13
26.3.2009 00:00:00;5;4;13
2.4.2009 00:00:00;5;4;11
9.4.2009 00:00:00;5;4;12
16.4.2009 00:00:00;5;4;11
23.4.2009 00:00:00;5;4;12
30.4.2009 00:00:00;5;4;12
7.5.2009 00:00:00;5;4;11
14.5.2009 00:00:00;5;4;11
21.5.2009 00:00:00;5;4;9
28.5.2009 00:00:00;5;4;8
4.6.2009 00:00:00;5;4;7
11.6.2009 00:00:00;5;4;8
18.6.2009 00:00:00;5;4;7
25.6.2009 00:00:00;5;4;8
2.7.2009 00:00:00;5;4;7
9.7.2009 00:00:00;5;4;7
16.7.2009 00:00:00;5;4;6
23.7.2009 00:00:00;5;4;8
30.7.2009 00:00:00;5;4;6
6.8.2009 00:00:00;5;4;5
13.8.2009 00:00:00;5;4;6
20.8.2009 00:00:00;5;4;5
27.8.2009 00:00:00;5;4;4
3.9.2009 00:00:00;5;4;4
10.9.2009 00:00:00;5;4;4
17.9.2009 00:00:00;5;4;3
24.9.2009 00:00:00;5;4;3
1.10.2009 00:00:00;5;4;3
8.10.2009 00:00:00;5;4;2
15.10.2009 00:00:00;5;4;2
22.10.2009 00:00:00;5;4;2
29.10.2009 00:00:00;5;4;2
5.11.2009 00:00:00;5;4;2
12.11.2009 00:00:00;5;4;2
19.11.2009 00:00:00;5;4;1
26.11.2009 00:00:00;5;4;1
3.12.2009 00:00:00;5;4;1
10.12.2009 00:00:00;5;4;1
17.12.2009 00:00:00;5;4;1
24.12.2009 00:00:00;5;4;1
31.12.2009 00:00:00;5;4;1
7.1.2010 00:00:00;5;4;1
14.1.2010 00:00:00;5;4;1
21.1.2010 00:00:00;5;4;1
28.1.2010 00:00:00;5;4;1
4.2.2010 00:00:00;5;4;0
11.2.2010 00:00:00;5;4;0
18.2.2010 00:00:00;5;4;0
25.2.2010 00:00:00;5;4;0
4.3.2010 00:00:00;5;4;0
11.3.2010 00:00:00;5;4;0
18.3.2010 00:00:00;5;4;0
25.3.2010 00:00:00;5;4;0
1.4.2010 00:00:00;5;4;0
8.4.2010 00:00:00;5;4;0
15.4.2010 00:00:00;5;4;0
22.4.2010 00:00:00;5;4;0
29.4.2010 00:00:00;5;4;0
6.5.2010 00:00:00;5;4;0
13.5.2010 00:00:00;5;4;0
20.5.2010 00:00:00;5;4;0
27.5.2010 00:00:00;5;4;0
3.6.2010 00:00:00;5;4;0
10.6.2010 00:00:00;5;4;0
17.6.2010 00:00:00;5;4;0
24.6.2010 00:00:00;5;4;0
1.7.2010 00:00:00;5;4;0
8.7.2010 00:00:00;5;4;0
15.7.2010 00:00:00;5;4;0
22.7.2010 00:00:00;5;4;0
29.7.2010 00:00:00;5;4;0
5.8.2010 00:00:00;5;4;0
12.8.2010 00:00:00;5;4;0
19.8.2010 00:00:00;5;4;0
26.8.2010 00:00:00;5;4;0
2.9.2010 00:00:00;5;4;0
9.9.2010 00:00:00;5;4;0
16.9.2010 00:00:00;5;4;0
23.9.2010 00:00:00;5;4;0
30.9.2010 00:00:00;5;4;0
7.10.2010 00:00:00;5;4;0
14.10.2010 00:00:00;5;4;0
21.10.2010 00:00:00;5;4;0
28.10.2010 00:00:00;5;4;0
4.11.2010 00:00:00;5;4;0
11.11.2010 00:00:00;5;4;0
18.11.2010 00:00:00;5;4;0
25.11.2010 00:00:00;5;4;0
2.12.2010 00:00:00;5;4;0
9.12.2010 00:00:00;5;4;0
16.12.2010 00:00:00;5;4;0
23.12.2010 00:00:00;5;4;0
30.12.2010 00:00:00;5;4;0
1.1.2009 00:00:00;6;4;39
8.1.2009 00:00:00;6;4;35
15.1.2009 00:00:00;6;4;37
22.1.2009 00:00:00;6;4;35
29.1.2009 00:00:00;6;4;24
5.2.2009 00:00:00;6;4;23
12.2.2009 00:00:00;6;4;29
19.2.2009 00:00:00;6;4;24
26.2.2009 00:00:00;6;4;25
5.3.2009 00:00:00;6;4;22
12.3.2009 00:00:00;6;4;20
19.3.2009 00:00:00;6;4;28
26.3.2009 00:00:00;6;4;27
2.4.2009 00:00:00;6;4;23
9.4.2009 00:00:00;6;4;22
16.4.2009 00:00:00;6;4;18
23.4.2009 00:00:00;6;4;24
30.4.2009 00:00:00;6;4;20
7.5.2009 00:00:00;6;4;18
14.5.2009 00:00:00;6;4;17
21.5.2009 00:00:00;6;4;17
28.5.2009 00:00:00;6;4;19
4.6.2009 00:00:00;6;4;16
11.6.2009 00:00:00;6;4;14
18.6.2009 00:00:00;6;4;19
25.6.2009 00:00:00;6;4;15
2.7.2009 00:00:00;6;4;18
9.7.2009 00:00:00;6;4;14
16.7.2009 00:00:00;6;4;15
23.7.2009 00:00:00;6;4;16
30.7.2009 00:00:00;6;4;11
6.8.2009 00:00:00;6;4;9
13.8.2009 00:00:00;6;4;10
20.8.2009 00:00:00;6;4;10
27.8.2009 00:00:00;6;4;9
3.9.2009 00:00:00;6;4;9
10.9.2009 00:00:00;6;4;6
17.9.2009 00:00:00;6;4;7
24.9.2009 00:00:00;6;4;5
1.10.2009 00:00:00;6;4;6
8.10.2009 00:00:00;6;4;4
15.10.2009 00:00:00;6;4;4
22.10.2009 00:00:00;6;4;3
29.10.2009 00:00:00;6;4;3
5.11.2009 00:00:00;6;4;3
12.11.2009 00:00:00;6;4;2
19.11.2009 00:00:00;6;4;3
26.11.2009 00:00:00;6;4;2
3.12.2009 00:00:00;6;4;2
10.12.2009 00:00:00;6;4;2
17.12.2009 00:00:00;6;4;2
24.12.2009 00:00:00;6;4;2
31.12.2009 00:00:00;6;4;1
7.1.2010 00:00:00;6;4;1
14.1.2010 00:00:00;6;4;1
21.1.2010 00:00:00;6;4;1
28.1.2010 00:00:00;6;4;1
4.2.2010 00:00:00;6;4;1
11.2.2010 00:00:00;6;4;1
18.2.2010 00:00:00;6;4;1
25.2.2010 00:00:00;6;4;1
4.3.2010 00:00:00;6;4;1
11.3.2010 00:00:00;6;4;0
18.3.2010 00:00:00;6;4;0
25.3.2010 00:00:00;6;4;0
1.4.2010 00:00:00;6;4;0
8.4.2010 00:00:00;6;4;0
15.4.2010 00:00:00;6;4;0
22.4.2010 00:00:00;6;4;0
29.4.2010 00:00:00;6;4;0
6.5.2010 00:00:00;6;4;0
13.5.2010 00:00:00;6;4;0
20.5.2010 00:00:00;6;4;0
27.5.2010 00:00:00;6;4;0
3.6.2010 00:00:00;6;4;0
10.6.2010 00:00:00;6;4;0
17.6.2010 00:00:00;6;4;0
24.6.2010 00:00:00;6;4;0
1.7.2010 00:00:00;6;4;0
8.7.2010 00:00:00;6;4;0
15.7.2010 00:00:00;6;4;0
22.7.2010 00:00:00;6;4;0
29.7.2010 00:00:00;6;4;0
5.8.2010 00:00:00;6;4;0
12.8.2010 00:00:00;6;4;0
19.8.2010 00:00:00;6;4;0
26.8.2010 00:00:00;6;4;0
2.9.2010 00:00:00;6;4;0
9.9.2010 00:00:00;6;4;0
16.9.2010 00:00:00;6;4;0
23.9.2010 00:00:00;6;4;0
30.9.2010 00:00:00;6;4;0
7.10.2010 00:00:00;6;4;0
14.10.2010 00:00:00;6;4;0
21.10.2010 00:00:00;6;4;0
28.10.2010 00:00:00;6;4;0
4.11.2010 00:00:00;6;4;0
11.11.2010 00:00:00;6;4;0
18.11.2010 00:00:00;6;4;0
25.11.2010 00:00:00;6;4;0
2.12.2010 00:00:00;6;4;0
9.12.2010 00:00:00;6;4;0
16.12.2010 00:00:00;6;4;0
23.12.2010 00:00:00;6;4;0
30.12.2010 00:00:00;6;4;0
1.1.2009 00:00:00;7;4;21
8.1.2009 00:00:00;7;4;24
15.1.2009 00:00:00;7;4;22
22.1.2009 00:00:00;7;4;22
29.1.2009 00:00:00;7;4;18
5.2.2009 00:00:00;7;4;16
12.2.2009 00:00:00;7;4;21
19.2.2009 00:00:00;7;4;20
26.2.2009 00:00:00;7;4;15
5.3.2009 00:00:00;7;4;18
12.3.2009 00:00:00;7;4;16
19.3.2009 00:00:00;7;4;18
26.3.2009 00:00:00;7;4;16
2.4.2009 00:00:00;7;4;12
9.4.2009 00:00:00;7;4;12
16.4.2009 00:00:00;7;4;14
23.4.2009 00:00:00;7;4;13
30.4.2009 00:00:00;7;4;11
7.5.2009 00:00:00;7;4;14
14.5.2009 00:00:00;7;4;11
21.5.2009 00:00:00;7;4;14
28.5.2009 00:00:00;7;4;13
4.6.2009 00:00:00;7;4;12
11.6.2009 00:00:00;7;4;9
18.6.2009 00:00:00;7;4;10
25.6.2009 00:00:00;7;4;8
2.7.2009 00:00:00;7;4;11
9.7.2009 00:00:00;7;4;10
16.7.2009 00:00:00;7;4;9
23.7.2009 00:00:00;7;4;9
30.7.2009 00:00:00;7;4;9
6.8.2009 00:00:00;7;4;7
13.8.2009 00:00:00;7;4;7
20.8.2009 00:00:00;7;4;7
27.8.2009 00:00:00;7;4;6
3.9.2009 00:00:00;7;4;5
10.9.2009 00:00:00;7;4;4
17.9.2009 00:00:00;7;4;4
24.9.2009 00:00:00;7;4;4
1.10.2009 00:00:00;7;4;3
8.10.2009 00:00:00;7;4;3
15.10.2009 00:00:00;7;4;3
22.10.2009 00:00:00;7;4;2
29.10.2009 00:00:00;7;4;3
5.11.2009 00:00:00;7;4;2
12.11.2009 00:00:00;7;4;2
19.11.2009 00:00:00;7;4;2
26.11.2009 00:00:00;7;4;2
3.12.2009 00:00:00;7;4;2
10.12.2009 00:00:00;7;4;1
17.12.2009 00:00:00;7;4;1
24.12.2009 00:00:00;7;4;1
31.12.2009 00:00:00;7;4;1
7.1.2010 00:00:00;7;4;1
14.1.2010 00:00:00;7;4;1
21.1.2010 00:00:00;7;4;1
28.1.2010 00:00:00;7;4;1
4.2.2010 00:00:00;7;4;1
11.2.2010 00:00:00;7;4;0
18.2.2010 00:00:00;7;4;0
25.2.2010 00:00:00;7;4;0
4.3.2010 00:00:00;7;4;0
11.3.2010 00:00:00;7;4;0
18.3.2010 00:00:00;7;4;0
25.3.2010 00:00:00;7;4;0
1.4.2010 00:00:00;7;4;0
8.4.2010 00:00:00;7;4;0
15.4.2010 00:00:00;7;4;0
22.4.2010 00:00:00;7;4;0
29.4.2010 00:00:00;7;4;0
6.5.2010 00:00:00;7;4;0
13.5.2010 00:00:00;7;4;0
20.5.2010 00:00:00;7;4;0
27.5.2010 00:00:00;7;4;0
3.6.2010 00:00:00;7;4;0
10.6.2010 00:00:00;7;4;0
17.6.2010 00:00:00;7;4;0
24.6.2010 00:00:00;7;4;0
1.7.2010 00:00:00;7;4;0
8.7.2010 00:00:00;7;4;0
15.7.2010 00:00:00;7;4;0
22.7.2010 00:00:00;7;4;0
29.7.2010 00:00:00;7;4;0
5.8.2010 00:00:00;7;4;0
12.8.2010 00:00:00;7;4;0
19.8.2010 00:00:00;7;4;0
26.8.2010 00:00:00;7;4;0
2.9.2010 00:00:00;7;4;0
9.9.2010 00:00:00;7;4;0
16.9.2010 00:00:00;7;4;0
23.9.2010 00:00:00;7;4;0
30.9.2010 00:00:00;7;4;0
7.10.2010 00:00:00;7;4;0
14.10.2010 00:00:00;7;4;0
21.10.2010 00:00:00;7;4;0
28.10.2010 00:00:00;7;4;0
4.11.2010 00:00:00;7;4;0
11.11.2010 00:00:00;7;4;0
18.11.2010 00:00:00;7;4;0
25.11.2010 00:00:00;7;4;0
2.12.2010 00:00:00;7;4;0
9.12.2010 00:00:00;7;4;0
16.12.2010 00:00:00;7;4;0
23.12.2010 00:00:00;7;4;0
30.12.2010 00:00:00;7;4;0
1.1.2009 00:00:00;8;4;29
8.1.2009 00:00:00;8;4;31
15.1.2009 00:00:00;8;4;29
22.1.2009 00:00:00;8;4;33
29.1.2009 00:00:00;8;4;24
5.2.2009 00:00:00;8;4;19
12.2.2009 00:00:00;8;4;24
19.2.2009 00:00:00;8;4;18
26.2.2009 00:00:00;8;4;22
5.3.2009 00:00:00;8;4;19
12.3.2009 00:00:00;8;4;19
19.3.2009 00:00:00;8;4;19
26.3.2009 00:00:00;8;4;18
2.4.2009 00:00:00;8;4;17
9.4.2009 00:00:00;8;4;17
16.4.2009 00:00:00;8;4;15
23.4.2009 00:00:00;8;4;13
30.4.2009 00:00:00;8;4;16
7.5.2009 00:00:00;8;4;16
14.5.2009 00:00:00;8;4;13
21.5.2009 00:00:00;8;4;13
28.5.2009 00:00:00;8;4;16
4.6.2009 00:00:00;8;4;11
11.6.2009 00:00:00;8;4;14
18.6.2009 00:00:00;8;4;11
25.6.2009 00:00:00;8;4;11
2.7.2009 00:00:00;8;4;14
9.7.2009 00:00:00;8;4;10
16.7.2009 00:00:00;8;4;10
23.7.2009 00:00:00;8;4;12
30.7.2009 00:00:00;8;4;11
6.8.2009 00:00:00;8;4;11
13.8.2009 00:00:00;8;4;9
20.8.2009 00:00:00;8;4;8
27.8.2009 00:00:00;8;4;8
3.9.2009 00:00:00;8;4;5
10.9.2009 00:00:00;8;4;5
17.9.2009 00:00:00;8;4;6
24.9.2009 00:00:00;8;4;4
1.10.2009 00:00:00;8;4;4
8.10.2009 00:00:00;8;4;3
15.10.2009 00:00:00;8;4;4
22.10.2009 00:00:00;8;4;3
29.10.2009 00:00:00;8;4;3
5.11.2009 00:00:00;8;4;2
12.11.2009 00:00:00;8;4;2
19.11.2009 00:00:00;8;4;2
26.11.2009 00:00:00;8;4;2
3.12.2009 00:00:00;8;4;2
10.12.2009 00:00:00;8;4;2
17.12.2009 00:00:00;8;4;1
24.12.2009 00:00:00;8;4;1
31.12.2009 00:00:00;8;4;1
7.1.2010 00:00:00;8;4;1
14.1.2010 00:00:00;8;4;1
21.1.2010 00:00:00;8;4;1
28.1.2010 00:00:00;8;4;1
4.2.2010 00:00:00;8;4;1
11.2.2010 00:00:00;8;4;1
18.2.2010 00:00:00;8;4;1
25.2.2010 00:00:00;8;4;1
4.3.2010 00:00:00;8;4;0
11.3.2010 00:00:00;8;4;0
18.3.2010 00:00:00;8;4;0
25.3.2010 00:00:00;8;4;0
1.4.2010 00:00:00;8;4;0
